"unique_name"	"#genome"	"1-FH"	"1-FH-PMA"	"1-UB"	"1-UB-PMA"	"1-AC-PMA"	"1-PC-PMA"	"1-Abd"	"1-Abd-PMA"	"2-FH"	"2-FH-PMA"	"2-UB"	"2-UB-PMA"	"2-AC"	"2-AC-PMA"	"2-PC"	"2-PC-PMA"	"2-FA"	"2-Abd-PMA"	"3-FH"	"3-FH-PMA"	"3-UB"	"3-UB-PMA"	"3-AC"	"3-AC-PMA"	"3-PC"	"3-PC-PMA"	"3-FA"	"3-Abd"	"3-Abd-PMA"	"4-FH"	"4-FH-PMA"	"4-UB"	"4-UB-PMA"	"4-AC"	"4-AC-PMA"	"4-PC"	"4-PC-PMA"	"4-FA"	"4-FA-PMA"	"4-Abd"	"5-FH"	"5-FH-PMA"	"5-UB"	"5-UB-PMA"	"5-AC"	"5-AC-PMA"	"5-PC"	"5-PC-PMA"	"5-FA"	"5-FA-PMA"	"5-Abd"	"6-FH"	"6-FH-PMA"	"6-UB"	"6-UB-PMA"	"6-AC"	"6-AC-PMA"	"6-PC"	"6-PC-PMA"	"6-FA"	"6-Abd"	"7-FH"	"7-FH-PMA"	"7-UB"	"7-UB-PMA"	"7-AC"	"7-PC"	"7-PC-PMA"	"7-FA"	"7-FA-PMA"	"7-Abd"	"8-FH"	"8-FH-PMA"	"8-UB"	"8-UB-PMA"	"8-AC"	"8-AC-PMA"	"8-PC"	"8-PC-PMA"	"8-FA"	"8-FA-PMA"	"8-Abd"	"8-Abd-PMA"	"9-FH"	"9-FH-PMA"	"9-UB"	"9-AC"	"9-AC-PMA"	"9-PC"	"9-PC-PMA"	"9-FA"	"9-Abd"	"10-FH"	"10-FH-PMA"	"10-UB"	"10-UB-PMA"	"10-AC"	"10-PC"	"10-FA"	"10-FA-PMA"	"10-Abd"	"10-Abd-PMA"	"11-FH"	"11-FH-PMA"	"11-UB"	"11-UB-PMA"	"11-AC-PMA"	"11-PC"	"11-PC-PMA"	"11-FA"	"11-FA-PMA"	"11-Abd"	"12-FH"	"12-FH-PMA"	"12-UB"	"12-UB-PMA"	"12-AC"	"12-AC-PMA"	"12-PC-PMA"	"12-FA-PMA"	"12-Abd"	"12-Abd-PMA"	"total_length"	"N50"	"completeness"	"contamination"	"5S_rRNA"	"LSU_rRNA_bacteria"	"SSU_rRNA_bacteria"	"Numb_tRNAs"	"gtdb_domain"	"gtdb_phylum"	"gtdb_class"	"gtdb_order"	"gtdb_family"	"gtdb_genus"	"gtdb_species"	"novelty"	"Sample"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__"	"SMGC_103"	44.4018380674274	17.4208204824587	19.0300145614775	15.1484550261242	143.152866485749	2415.67187714371	94.1933020855796	52.1144573944549	8.68118845930242	3.65856722401204	27.6149760679299	34.282338181913	285.949001097409	179.420997249967	1905.12338997004	1670.27226191135	145.704213146872	187.764640114473	13.0506325879172	5.16436201704428	6.08561370513653	4.8465490543691	733.345470564362	753.512858871123	69.7261938651457	255.19880744673	235.138054561011	47.4120958412952	55.7388083841786	39.6412594765092	38.4712467046321	14.6577831391771	7.39240061759507	436.736521283236	293.909057985584	1143.95574643205	777.631959823223	790.385733934513	879.803507181281	854.657405667842	46.1890415115754	28.9169176429209	32.2780211911743	29.2719230684434	94.4801633899766	69.9732150847258	1538.87149702792	1372.28794976245	481.964692683068	399.690928165662	2118.65904854846	411.727830558066	539.081093272875	77.8926895223998	110.381690533972	267.086111290697	440.154827381282	361.254411669754	485.583898685361	597.824847535806	165.896983262859	14.7118465051373	9.27883898652305	24.3822569627769	30.957050772136	110.364112660511	695.435210492292	1047.53062080494	168.053694391873	197.368176399945	158.495938145965	78.5860213417225	56.2559486137504	807.8399346351	880.899363253892	3568.21019057628	3560.31379464941	31264.6086022863	32173.7356171457	2283.40079658559	2364.81336484257	3406.21545454246	3918.73527093857	935.789150315867	23.9265079881488	18.2845174130311	323.883732021707	811.045099479065	318.101502803665	497.058836329909	648.002569917966	554.702973003502	20.7644464324856	17.0966214096696	14.0202420595994	11.4626195737977	39.3088870285314	346.485256376041	146.180132426728	166.012368876786	69.8209691441534	96.7592409533224	352.496987637672	163.853533223458	69.500666728537	17.8660477766707	171.592630115639	46589.3075540082	24582.9030294206	1327.35057133387	1145.88900452756	386.919321396439	333.842722933977	254.82301207045	23.5945642389928	18.7492839684814	135.858799080385	67.9146954005441	5982.9111521153	668.822550508315	158.981476757052	46.3105095027287	1853183	116619	"95.44"	"0"	"0"	"0"	"0"	17	"d__Bacteria"	"p__Actinobacteriota"	"c__Actinobacteria"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Lawsonella"	"s__"	"Known"	"SAMPLE_263"
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus"	"SMGC_121"	124.352351658156	78.1965518365359	7.10932490987402	13.4172933970476	187.725211701076	572.136865682343	8.3783784557429	6.10925695349134	24.5408788098255	13.6678524423042	92.7771846691552	193.703178674388	489.275623318105	314.922944527776	183.429446952318	223.401969464033	241.994063835673	380.275313206921	8.95503391175341	3.42709463179028	7.55678074697325	2.42490702327492	920.560077325241	2542.76684852714	205.422994609842	348.466698819493	85.3072323076109	30.1260253063255	115.854885482158	174.807071674523	202.907912847708	8.84416192058641	2.35791509263617	540.545303078654	649.222056671473	1460.36512787184	1286.9645763201	519.669607182392	622.867478942317	390.368303133177	35.5766314604475	26.9651060792595	40.2504776832599	40.796916917389	72.7727141477327	64.9723751696847	625.251798250122	261.603963971627	293.850762611036	315.588815052171	232.333453976299	111.000099632841	322.833634753987	77.9451637714735	81.3185070756579	101.031757613258	279.801322119569	244.358001836335	814.934244496033	378.141945638455	102.075614418685	285.493045208462	166.529342016731	50.1528476607301	66.4630967226409	392.970072340905	633.779945907132	1295.59162586231	444.722146933476	832.67082893006	177.848852174141	692.246153870495	699.623877997836	901.993917479563	1729.55358447169	1102.19374810719	1108.10411904537	755.840883338969	920.899638159486	2136.2356606953	2185.89348715896	3851.41489260657	6019.21768246771	3302.55447506316	35.5235710549243	49.9503601228104	397.584669244943	539.422339239821	146.373429319111	504.540589795982	195.955975066678	145.755696170079	343.16459083552	363.052717134578	43.7765945012605	78.8585987617067	601.373354035325	539.280891947921	1434.69395906595	1396.6804341944	788.43357188201	783.287593508987	5.83969110772673	2.56958377425875	23.5564070541989	10.6102539991141	72.1174555674824	275.926881776863	443.010479313261	106.513184610935	213.447490004949	26.2990174232462	142.899649034524	179.71171729184	10.003378797744	24.491905082136	60.5283893568079	59.9598523590708	431.103124257947	471.735581800052	33.1486123437715	6.53912633930236	1763748	45463	"99.45"	"0.15"	"0"	"84.55"	"0"	18	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus thermophilus"	"Known"	"SAMPLE_298"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__"	"SMGC_122"	33.7124420134669	23.0984360094618	12.6258781461788	10.9906652672464	153.944472780012	1938.73004599997	57.4164624088866	16.8614950644482	19.4533717512431	17.6827273338005	57.7020783921691	77.4676570371291	823.401045254148	533.246349721112	952.053943503268	799.640522110494	567.203138802476	524.598897581251	101.110149229311	21.9271041739786	25.3780191347506	20.6257520369383	489.364431216727	2196.35842207023	5189.87305598143	5150.56035992057	2936.73082098672	1124.12244396621	1168.49181102117	36.0729761926018	32.8287654626189	15.3804749752084	1.56605408780245	438.163665017605	561.560772469216	1688.66499774882	1421.40231294569	536.521995235355	573.169858827377	1137.93472343089	166.78918135406	101.057711691171	15.9903657124885	10.9390345761183	90.2299906733132	52.8960480192349	1100.1154645952	881.527634633739	237.538524004363	183.537716321304	307.409003140155	96.9734121115689	135.400055407439	67.4719515380572	91.8156923418576	282.740444518746	473.779110432674	1388.83226703419	1662.01796940169	338.463778516782	338.579135758542	22.1218232383152	12.1978997878895	9.38680849979066	11.8746098340285	139.345300692761	1210.77695423539	1771.04109604406	284.024514949472	360.096021876256	165.437354959004	17.2599888975045	18.6035752182198	136.382236725328	170.921953103651	482.24318117395	561.815681564882	1423.13349619003	1428.15578661642	408.850818003113	488.95156360049	394.024659387728	465.542700652642	2905.99693099701	37.8466414268663	33.3569529925857	7766.96314066177	5386.59948851914	8161.98784775345	10039.1782463552	7951.46478014942	11477.9882357616	172.512640232262	163.326785424847	63.1836362191768	58.8192017249621	1258.84236253081	3762.18134162398	3355.4023360402	1185.40776696752	3115.43271084177	655.690901436158	4.7338099312944	2.41773697186039	7.26991217804655	2.76459297156604	54.2846013860122	3496.23321145316	4074.07238427996	230.002380064296	252.7077557052	67.6360740540851	144.853011969607	101.814529724808	14.7322014829298	15.8974219027212	1001.88041294309	584.381835126911	3344.79146634558	654.688784391164	85.8634936047776	23.7421976852018	2343151	449981	"99.78"	"0"	"0"	"0"	"0"	20	"d__Bacteria"	"p__Actinobacteriota"	"c__Actinobacteria"	"o__Mycobacteriales"	"f__Mycobacteriaceae"	"g__Corynebacterium"	"s__"	"Known"	"SAMPLE_299"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum cambriense_B"	"SMGC_123"	3.92561348791118	2.1560962120869	1.58180350141496	3.51212658668728	8.2448729624149	388.004291764697	16.4667830141075	5.48750962954956	1.93283966020296	0.760264058969661	5.8978987826966	10.4679170312428	123.763672662573	63.0210096320015	3037.20949668601	2294.39147021363	51.5679000641432	477.12472747361	2.49058528349639	5.33762804468538	1.55202561704047	2.58976584267997	139.00154665296	5.68244076544797	87.6007256473977	79.6317159280571	19.0722974477645	11.9163562828936	25.730067139613	3.72123384840099	5.91695975612871	10.1782734869084	0.864094900313451	223.468882574804	44.3289266472184	815.366080236583	621.829875209941	278.254744108448	265.530883175543	349.313068925205	1.72080303367929	1.69004375984164	6.63378573499916	4.4210157125609	36.1273932218783	25.6406607782516	570.417702677498	425.701324678065	104.664695478279	92.0797839268507	395.741261607963	1.67034133539753	2.30623198103832	0	1.18643437976224	1.21353350506991	10.3786710673778	14.1236700151803	0.335856316429429	5.29506011869497	4.04542052871215	1.35874540242302	2.22782695457236	0.482545228392756	2.12288730499851	15.8774390264148	497.39532989208	309.002625536278	45.3235445401562	61.0511522120959	5.27790680457734	37.8631706243521	43.0691511197134	341.240182157342	396.754967150878	1241.64774732093	859.376987940392	21781.8657072653	15626.5519549728	1157.15207872098	986.140565333248	1857.91645151062	1657.05062265355	159.183133325242	1.45917935512639	2.27975498170375	21.8695141884211	52.2200292736363	73.5799763259095	63.9448691181374	30.290260650277	36.9653006429633	2.54056639929839	2.24383728585696	1.97895338143016	4.59380999348832	0	42.9631996017125	62.1343278375681	611.054928866851	0	4.11278215370444	2.19883870925417	0.38114979624918	11.3210568491314	5.81107628104803	28.52607624204	23220.8430438743	20292.2552515581	234.61875943963	174.692084313157	116.053810222878	24.7575072920215	20.0892423439504	2.32249233844483	2.52724662368888	14.3406970399658	1.3896757897823	717.677697402522	65.6034557169807	25.1633579075574	5.81974410838205	1981766	110731	"99.53"	"0.47"	"0"	"0"	"0"	20	"d__Bacteria"	"p__Actinobacteriota"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Actinomycetaceae"	"g__Varibaculum"	"s__Varibaculum cambriense_B"	"Known"	"SAMPLE_306"
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter ursingii"	"SMGC_134"	6.46205124562829	5.72976116617057	1.12003695149461	2.2105353102175	25.1538342474819	103.061191485517	2.44438833217405	0.443612861461335	1.70314318045593	3.34957568918046	13.4439746613781	39.8056140794507	624.738793858222	259.913239892312	33.4533869285982	126.711467130933	777.374047347189	22.8230043503183	6.89733611135786	5.11924937484383	41.5159625162625	15.4850067734804	248.887381810926	30.400528860996	6858.26482683487	4097.21167512542	1173.7489457162	1016.49285146961	1046.5116419161	12.25123354573	19.1793171339923	2.22082069841026	0.388472877243183	257.047119078219	186.32410998049	467.136370889969	400.725290757336	266.152832562025	295.321907724233	135.581641372233	0	0.21274298148043	2.08765504968095	0.828856851945702	4.39710309341233	7.0874225078877	25.8080009811214	70.2113947565016	9.66413730594987	14.5057185257245	16.3787011076661	13.2165211897015	51.2878975924899	34.9293591610663	53.0187357357717	104.604087263553	214.535927690164	141.777645699409	352.48988488708	278.666256174555	67.3633561688216	19.2418977075961	14.6123591964138	11.768931313458	20.7102782567808	74.7442058744396	285.743105454595	608.16885690598	145.992593692916	233.214103987851	50.7779017409638	46.1887914873843	49.8589129542429	255.18508160013	385.593811177388	961.521057942739	836.178607103308	793.567192132786	755.117159794442	683.746559199577	719.496374177043	415.476974531133	703.462008480839	659.720990042134	23.8786252800566	0.430463888016099	5.94159275958023	268.054769573843	10.7949819304688	80.9410928941342	790.511647401192	24.1276934158551	46.6004352705649	43.4273947483261	76.7573180359288	81.5199426632493	385.13080943392	124.299294716149	680.468692549491	954.219977173061	592.477068227504	773.987934355415	1.50976457398782	0.959583958374039	4.75032154950304	1.14296753268334	31.4200869950168	296.245703198247	302.103426940109	62.6475549552826	78.107508548078	37.4429081930109	4.69606427216494	8.75366678512206	1.21814879464154	0.994156916294699	7.17454962241509	0.174932612891137	65.0211942079731	130.051695201862	2.18452935036042	0.861870974614416	3148655	40885	"99.66"	"0.31"	"0"	"0"	"0"	17	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Moraxellaceae"	"g__Acinetobacter"	"s__Acinetobacter ursingii"	"Known"	"SAMPLE_312"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__Cutibacterium granulosum"	"SMGC_143"	15139.4588259898	15266.8955955889	194311.019411932	221861.66041761	35409.6762009532	11575.3217456202	28337.4991278239	20267.6362995046	10208.3815326261	7182.50344332965	23833.7096290027	26680.9067189128	10447.2455518712	9223.18315226862	2119.61282205095	5430.683179088	10264.5361422716	14038.3470313057	1514.16984413284	1294.68533105204	2324.62556144304	2042.4631950191	27333.3496722749	6809.783603093	4669.44023534911	6286.49728511703	7044.17093467098	4629.04330076811	2186.49432143766	10448.3120512174	13558.1329024644	81304.4199592113	148570.817089961	35379.8636468925	71092.343636699	16685.8035977291	12669.0627477214	25024.6590721652	25252.8225697832	21263.9121732486	4529.40422799303	4295.95285854813	3735.87088500154	5630.61675250719	10715.0078937571	10784.2190601199	4960.95536083493	4136.07946013533	8152.35800395094	5744.03340073099	6427.76124330129	7100.43342822245	7315.46704105759	31993.7654621916	51876.6724193566	2760.46327280367	3392.79780817556	1550.05975678973	2676.30498501826	3310.86511817895	928.248460279829	1732.09936232912	1581.136000394	28043.8648855616	60018.2740810327	7822.79150040147	6188.04703644451	4556.92400642853	6681.8514446233	6211.0263593608	5540.92175276925	5333.44177003332	9409.97664033849	10657.8760547444	10255.7517368012	11905.9961863407	13332.4307624667	5674.28965042135	7045.79952758586	13436.2171269891	14189.3876126273	12524.0059018913	12955.1506984343	22468.9836522675	136972.125984945	868.06453126405	2649.8571977274	3160.18977388215	1713.59968067147	1765.61136503686	2401.38345755857	2583.3163216759	28668.7967741925	77695.100019488	93281.43700331	275826.930539702	236408.591142836	6793.90104890035	17402.1981675455	13842.8616466819	12516.5912978828	7119.56947218369	67158.8804533229	100182.541050835	84778.3658079478	131550.919915226	4965.34016330263	7380.25660178639	8284.30572398679	8057.45621798625	7411.67077710201	4872.08089166976	26346.429794755	28363.6507171045	476510.235283198	582918.170672489	45918.8980572709	28989.5038384579	11476.2436981958	9705.30750960556	16941.6515930343	12513.1470644249	2205195	197981	"99.45"	"0"	"0"	"0"	"0"	18	"d__Bacteria"	"p__Actinobacteriota"	"c__Actinobacteria"	"o__Propionibacteriales"	"f__Propionibacteriaceae"	"g__Cutibacterium"	"s__Cutibacterium granulosum"	"Known"	"SAMPLE_442"
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__"	"SMGC_147"	30.5349235575366	17.6921914137486	5.16693534521476	4.78844002572531	73.249137015852	201.851665125117	9.53101828926841	4.91914805781851	67.8573590721826	43.6212878892337	86.2075274990015	153.621983945446	1138.56921020066	448.771619268983	120.777334057615	969.285169528337	675.218843631811	681.954204969239	4.52755824317653	0.577566044722733	2.93893702692749	0	1757.05896103403	2835.88968561985	77.011855257435	202.340315209019	102.095922502458	51.1694013214119	86.196380440797	364.9044107331	381.71273481539	5.08826167944858	0.140251026203309	737.450985811791	709.36121782633	1027.34613390647	936.649133524521	589.939289106516	626.597797039675	505.970964847312	17.2050714601278	10.3689398525319	13.5667740120598	12.9315986257381	86.6543488607119	73.5650471893976	114.401339197577	126.58031214242	611.715050649988	596.751580599205	106.995999633981	119.018467638208	523.180084389944	61.0826236898393	75.4873875263912	140.307098778408	271.446813687404	258.387280443811	924.781621174813	482.674657473874	147.180825604342	112.308785501262	65.8108420699228	29.0573858714516	33.0547762092932	1370.8740325815	458.383609880408	1053.95633318971	836.628101241665	1367.22529201283	657.422081241662	178.320411627066	156.937692571976	309.937945401005	495.074990830198	593.482968957121	634.809091813865	377.586445350372	474.181319260997	736.8537510069	686.960379666681	919.529635050548	1159.22775388783	341.95165001916	9.39461503812976	0.51803704174634	391.481366756325	775.217672495884	47.8984925367216	157.574396431493	263.499422139551	950.222864252749	11.1336847396851	9.87883457067833	7.58843094428834	22.9071078202065	221.059767803806	95.4693465292553	783.605054991383	188.889084337603	171.595209999467	623.820464406006	6.35918362481749	4.33050293772325	5.24032880669124	2.47588511991103	64.8208437645924	199.957650403818	399.270139226083	266.566383347631	238.067059099698	79.7788155547569	8.09181594560152	10.1833540814322	1.7591613574592	2.15353301430357	23.6046055494053	42.156776807395	146.716954819156	117.710029825282	10.1871730030638	3.50058093347801	1744254	25082	"90.13"	"2.71"	"0"	"0"	"0"	7	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"Known"	"SAMPLE_514"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus_A"	"SMGC_159"	26.4345429621757	14.8384537211188	24.0038904635862	11.505291416454	93.9079751690716	1704.79320014299	10.5200670028758	16.298086574804	20.5914673066194	13.4990956889372	279.214530527507	441.162139421423	5423.98622483611	3158.59691213989	1411.69292982724	2047.34615716188	3534.96357807624	2371.55921118236	43.8109607399716	11.1251695215594	81.8178691893294	44.5575206589991	2860.25119493392	3100.80064045417	4746.21027882227	5137.04623673495	999.272047653893	2129.73761801973	1328.07527912756	60.0453088428785	43.1969055120974	18.2684715442321	13.7625505297596	2660.51821697011	2488.15990036604	6965.36093913416	4481.71434110328	1390.56889174231	1188.91612507593	1661.59659545325	61.1084649849983	28.7519249530189	92.8609021694122	93.7245324766545	696.29728411333	405.34807051675	3979.33436283889	2734.50644824671	1488.59437277007	1031.88855102431	2118.29654890822	6231.38442911131	4739.76636261301	4898.2529160706	5091.62500375077	30454.7448031814	23078.2248038906	44756.8585689472	34113.1282348364	18796.0359174422	55855.0878875234	5.04954628471148	2.9050316206122	14.3463784216864	19.7233743803297	127.082512841376	549.463807870103	1117.50281478263	168.752083701739	292.508705931451	185.64781510339	38.2461030895358	40.7769810242399	596.842382602253	537.704946272646	4614.372757563	4869.14502362396	1514.23210559345	1783.83553917072	1673.99716545545	1666.38966718781	735.46340942087	969.557417188932	8538.89572266129	154.850838077418	205.971556726118	24481.9595500216	12959.3537011691	38360.387841773	29450.3728841311	15358.2235767925	14789.6051584601	206.216164118141	172.915108485635	250.561814318193	247.124116957499	6760.18343891362	32550.3799827957	7942.07846127764	10931.1473370158	6405.2762465241	6219.92431345141	83.532015718967	38.4023037665063	127.776600408072	40.9421835630204	1272.14775084592	7491.9766540567	5307.11574359371	3590.9238202375	3663.50311647877	2676.3600555894	39.6316588981947	27.0556406764991	39.3196738743134	30.7851590236599	116.307088433553	57.6127976225549	1631.08797024731	261.16416190002	37.5016823209516	15.2668867417979	2399665	18287	"93.86"	"0.08"	"0"	"0"	"0"	17	"d__Bacteria"	"p__Actinobacteriota"	"c__Actinobacteria"	"o__Actinomycetales"	"f__Micrococcaceae"	"g__Micrococcus"	"s__Micrococcus luteus_A"	"Known"	"SAMPLE_611"
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__"	"SMGC_163"	48.9373595724872	22.5134134236025	5.30896938118963	8.53202544475241	117.825919503902	378.277661556869	25.0265983054338	13.9037173023476	128.26009774623	120.292360707786	144.908403620963	223.765153573002	1563.89598868252	778.208920039327	779.09098526201	1147.15416787912	1078.21085891022	1648.33564358387	21.0171456271393	17.0614797675507	2.97658661587205	4.96683963262365	2221.99763721085	9375.1718654217	165.75789737827	608.210143416597	160.381456809499	81.8376541137393	228.229771741324	396.095205134899	389.235438965467	13.7945761716159	15.3885038684716	941.993528090216	929.610069295133	1496.94016358691	1619.04793046876	745.852969626217	844.666721280382	712.961313552653	33.6628571513944	20.0959841122515	22.9009545372238	21.2875581431223	142.128654750572	90.1794176970067	230.803123521477	214.766251628142	715.33156448299	673.444826123434	166.611736571424	157.658014979809	649.083754521826	86.4781381887864	122.873186794317	209.133697702618	428.611485609787	353.518112955042	1223.20183686763	576.115032090477	171.195176444498	154.399568272804	85.228864536924	39.3320511183593	54.9642552550274	1601.59205150724	598.847113296391	1826.45856048884	1226.85770365286	1877.73607583155	855.75174574299	231.026575329513	219.482983778992	479.582340266708	627.15298695386	859.721832729492	767.107315394533	1494.89618043342	1113.68527719556	1102.03932940965	990.39097672364	1278.43377788454	1661.99299704452	391.208647132251	23.3209946780621	3.93505060892757	463.786221665054	1044.97526835045	111.989634253213	211.482555495647	431.001970183839	662.012255145314	70.3029458169746	88.2195546122855	14.232672975702	49.435796549675	595.585900270347	399.242967555744	1739.81912174279	211.157692668871	582.06357385038	1439.52169509329	6.13395111811288	10.5994500739334	10.4540891359823	9.05523207851893	75.2253775601715	1067.54323189128	1093.15466782214	354.520849736794	408.269220191036	61.7228571641237	24.0660834869205	16.5969341898354	4.08305630160333	9.99680502016367	34.5558335512687	56.2361507174572	235.612451265858	239.897917018267	24.9621216485017	2.62624113031801	1033315	1611	"56.18"	"3.13"	"94.12"	"99.83"	"99.67"	18	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__"	"Novel"	"SAMPLE_641"
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella_A;s__Moraxella_A aerosaccus"	"SMGC_170"	819.830329510538	766.957736236554	576.11672636292	623.318388098778	763.640124016549	2200.44222152539	733.203907450968	739.490993460556	818.703653260085	725.87242154579	812.781918255377	850.02043783989	1085.64723188791	1336.90580594813	406.937572058567	698.617165017216	1116.9490961569	1438.39132308927	640.701420301515	934.854480217791	1342.77395222412	1063.25310588697	2948.41766135971	1891.6873086031	6055.21925890907	6470.3315531355	2485.13868546909	5126.821542616	4280.69779293846	713.247274623054	745.342471217249	730.542443366119	725.825356738563	4254.73852578325	3923.61541387711	1808.80627631174	1583.07592196836	1060.60934847217	1189.50991119798	929.694574065363	781.694104688298	807.125466282722	939.535591754549	786.19987065413	950.797846170195	856.189909118518	3316.03352914273	2824.14344727074	1151.89833092829	1174.62313449691	1688.37377078975	942.418658120706	1036.59977516704	1201.98719909415	1099.76301686877	1631.5055275473	1589.57556467326	2140.31413852252	2320.86736122362	1450.98349963442	2454.05946919389	828.463757499727	905.570571898922	789.177017593562	838.382826122291	758.11992910688	774.418322422266	764.644522977024	775.915947503799	797.948543773384	769.896322609128	857.492794153539	857.343089751086	1066.36534924651	1434.6094442957	1563.13101892989	1506.52249638682	830.102830069974	1024.67958636437	1222.15904133055	1227.36391250653	1020.70913163073	1227.19649877443	2584.13309056528	783.836578246835	874.447472627555	1321.37771345887	1169.03952026188	1888.0524033957	1700.86749971379	1281.77900552518	1011.95786727857	950.88852086387	869.913259079405	921.663740404936	802.034086895167	2052.31970137469	6616.91996503039	7850.00066935346	1667.00848233228	5071.9032821485	2349.92000317536	747.40004503853	749.019640301269	918.034602118666	815.397566059326	1166.19560693172	2875.85699441252	2302.1158924542	1789.90724087044	1863.76599722125	1523.25171749035	832.188062555124	856.94351363428	485.26449485169	463.532849452515	759.090895856601	715.28180827751	996.920353139522	825.389352531307	919.509574029155	896.31008491894	2796435	32798	"99.71"	"0.1"	"94.96"	"99.59"	"71.82"	20	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Moraxellaceae"	"g__Moraxella_A"	"s__Moraxella_A aerosaccus"	"Known"	"SAMPLE_665"
