"#OTU ID"	"1-FH"	"1-FH-PMA"	"1-UB"	"1-UB-PMA"	"1-AC-PMA"	"1-PC-PMA"	"1-Abd"	"1-Abd-PMA"	"2-FH"	"2-FH-PMA"	"2-UB"	"2-UB-PMA"	"2-AC"	"2-AC-PMA"	"2-PC"	"2-PC-PMA"	"2-FA"	"2-Abd-PMA"	"3-FH"	"3-FH-PMA"	"3-UB"	"3-UB-PMA"	"3-AC"	"3-AC-PMA"	"3-PC"	"3-PC-PMA"	"3-FA"	"3-Abd"	"3-Abd-PMA"	"4-FH"	"4-FH-PMA"	"4-UB"	"4-UB-PMA"	"4-AC"	"4-AC-PMA"	"4-PC"	"4-PC-PMA"	"4-FA"	"4-FA-PMA"	"4-Abd"	"5-FH"	"5-FH-PMA"	"5-UB"	"5-UB-PMA"	"5-AC"	"5-AC-PMA"	"5-PC"	"5-PC-PMA"	"5-FA"	"5-FA-PMA"	"5-Abd"	"6-FH"	"6-FH-PMA"	"6-UB"	"6-UB-PMA"	"6-AC"	"6-AC-PMA"	"6-PC"	"6-PC-PMA"	"6-FA"	"6-Abd"	"7-FH"	"7-FH-PMA"	"7-UB"	"7-UB-PMA"	"7-AC"	"7-PC"	"7-PC-PMA"	"7-FA"	"7-FA-PMA"	"7-Abd"	"8-FH"	"8-FH-PMA"	"8-UB"	"8-UB-PMA"	"8-AC"	"8-AC-PMA"	"8-PC"	"8-PC-PMA"	"8-FA"	"8-FA-PMA"	"8-Abd"	"8-Abd-PMA"	"9-FH"	"9-FH-PMA"	"9-UB"	"9-AC"	"9-AC-PMA"	"9-PC"	"9-PC-PMA"	"9-FA"	"9-Abd"	"10-FH"	"10-FH-PMA"	"10-UB"	"10-UB-PMA"	"10-AC"	"10-PC"	"10-FA"	"10-FA-PMA"	"10-Abd"	"10-Abd-PMA"	"11-FH"	"11-FH-PMA"	"11-UB"	"11-UB-PMA"	"11-AC"	"11-AC-PMA"	"11-PC"	"11-PC-PMA"	"11-FA"	"11-FA-PMA"	"11-Abd"	"12-FH"	"12-FH-PMA"	"12-UB"	"12-UB-PMA"	"12-AC"	"12-AC-PMA"	"12-PC-PMA"	"12-FA-PMA"	"12-Abd"	"12-Abd-PMA"
"SMGC_357"	203	158	42	95	697	4111	28	42	714	1395	395	1355	1037	871	142	356	453	725	182	201	53	54	406	485	3329	2643	1217	1010	374	95	320	40	86	2692	2646	4308	18722	1612	719	3447	184	230	124	631	3641	842	113839	129526	3967	4803	7775	443	1752	35	105	520	1001	678	654	561	305	129	129	59	226	395	540	473	574	1219	249	492	277	692	753	145	190	626	585	345	805	262	381	218	248	80	1160	1311	1123	1142	889	906	560	1514	130	387	1533	2155	583	1116	448	56	50	50	51	37	16	67	203	415	127	233	60	286	324	34	62	372	553	2957	474	69	29
"SMGC_36"	277338	275391	383026	278314	430763	198723	200195	612503	177626	179373	362547	575689	72809	137733	7058	31612	146606	99331	84425	85875	94355	120265	114675	7877	206917	257803	190480	315562	248798	262250	678360	241996	410674	279013	253049	18997	79277	425735	312376	1120101	125459	125388	130405	970969	1138919	662158	363745	771555	495399	550967	1180224	495371	305967	40829	130012	877485	910586	170439	211263	773096	181968	170149	229571	467137	1187836	290946	151502	47507	453895	452672	550253	1328741	432107	415971	209669	55272	64361	61747	93744	239390	547227	199761	315496	56501	151337	416043	116883	125445	49911	74962	145566	90950	337588	406022	544838	463268	100550	85872	28033	74328	99607	46496	222325	223791	259224	281932	6084	31127	9914	11202	65892	91372	48241	264244	253113	153608	153204	118229	151694	266036	268878	115097	181729
"SMGC_362"	77	88	153	72	432	5176	217	342	37	32	209	230	2039	1016	2257	3861	2103	5124	74	20	84	62	343	9	22033	12170	5305	4877	3869	101	259	83	120	1777	1465	648	3059	2542	1648	13136	62	38	118	546	2752	814	20861	24152	6476	4897	16570	205	107	23	44	1907	1504	3197	2415	936	1189	33	66	109	448	535	10497	2787	1729	1670	2774	330	124	1473	654	456	694	29114	30443	1787	3910	1660	2459	1500	21	141	5659	3483	13257	12361	7333	6823	118	108	141	60	2388	3647	152	516	1336	730	61	52	38	86	8	18	2276	2312	174	241	35	108	126	73	67	98	17	17371	579	143	64
"SMGC_37"	78	62	106	78	1173	5765	32	341	52	22	515	1271	8491	5663	5708	9375	8616	5977	37	2	221	158	6983	4220	6613	10608	1656	8839	9551	122	209	36	86	21571	23680	1506	4425	9159	5614	13904	276	176	221	1612	6726	1998	21851	24086	10958	9911	40864	139	80	8	67	2984	4563	1432	1966	1799	757	20	78	32	207	812	2745	1605	1036	1745	1228	457	133	1582	740	490	1102	2302	2750	1610	3407	5545	10873	7352	62	14	517	2856	1217	4067	492	761	166	203	392	437	4669	8692	2744	3526	3097	2527	11	9	92	50	54	145	684	576	1555	1765	166	105	88	94	58	359	332	5243	1857	48	2
"SMGC_375"	8	14	11	12	52	1024	44	38	24	14	30	89	2161	112	12132	14672	360	352	0	0	0	0	266	0	185	451	50	32	176	10	42	26	20	519	36	249	1281	1123	1061	4247	0	0	0	8	22	4	30	98	30	32	156	26	8	4	2	170	306	328	734	104	184	2	4	4	24	279	2906	464	512	688	0	88	32	895	448	348	370	42282	38531	1739	2932	1594	2646	0	0	4	236	1022	1208	1940	398	314	10	12	6	10	0	1975	62	0	322	0	2	0	30	16	6	16	1524	844	162	171	38	2	4	0	0	12	2	1333	105	8	0
"SMGC_38"	560	454	147	83	4079	16431	520	499	358	395	607	1535	2803	3074	1143	2578	3511	3472	806	224	132	140	2424	1047	62329	58966	23131	18585	15499	620	1352	148	186	6156	6276	1541	6200	8455	6335	47665	3553	2160	101	716	6143	1823	10572	15389	10888	9498	19886	3315	2836	113	417	12494	16354	30782	25929	9745	12292	478	337	193	582	2621	11120	2738	7486	8275	6495	1103	444	2274	1358	1068	1238	7254	8085	4056	8999	2701	4675	7942	416	423	70681	28716	91678	97096	79845	99409	3322	3793	981	768	2820	20806	1813	4445	9061	857	91	28	114	78	36	78	3074	3675	1470	1919	183	2524	2169	102	97	4276	4102	54825	8673	476	242
"SMGC_383"	190	102	14	58	928	676	28	30	438	268	5015	7897	3700	3678	255	570	19196	1774	22	4	8	2	2250	4	301	945	652	380	552	867	1888	18	2	1797	1783	218	1012	1632	994	4074	133	92	228	928	3529	900	1967	2501	28183	22586	8970	2732	3273	76	322	4805	8535	3420	5170	19205	3853	282	166	94	302	6577	1148	1110	3810	5028	3688	901	262	631	658	178	74	530	644	859	1830	964	1392	1082	12	8	2152	969	216	720	629	822	114	50	62	90	746	636	442	770	18	122	14	2	6	30	4	28	148	104	197	250	30	42	60	4	10	46	4	1411	706	38	10
"SMGC_384"	42	45	89	85	1392	3179	70	129	49	36	778	1819	12966	8497	13098	26426	15515	13879	76	70	411	250	32728	1980	192141	95085	14891	57205	64921	1119	2018	1907	1294	99959	81028	17402	57256	45729	31110	234222	25	18	47	279	2253	1090	7901	10155	3497	3099	21953	76	44	4	52	1130	2122	1459	2614	640	454	32	43	50	283	375	1821	2752	932	1929	421	1199	422	13099	6001	8504	11862	13121	17722	15298	35612	5651	10188	3026	18	76	238	2696	1285	3412	512	738	950	874	2150	1624	17475	5622	1991	2390	2276	1367	58	16	416	138	188	364	2624	1539	4117	5871	1841	58	59	23	26	98	160	4227	959	18	10
"SMGC_385"	28	14	46	10	276	6373	88	97	4	4	8	6	102	116	1368	2763	22	189	2	2	2	2	0	0	341	462	85	68	58	12	40	22	0	662	510	452	1188	1486	1072	4773	4	4	0	32	208	44	3360	4634	551	614	4082	6	30	0	2	20	106	308	686	78	70	14	8	3	6	36	1690	194	308	290	12	130	58	1183	1095	412	344	57121	47637	1682	3620	1870	3177	0	16	0	38	22	180	182	144	187	4	4	0	0	0	406	8	0	152	0	2	0	20	4	8	0	648	388	52	104	6	20	16	10	6	14	0	4352	108	36	16
"SMGC_390"	81	82	51	36	1821	5201	35	381	4374	2676	57261	72758	1532871	765730	1447166	2534577	1934669	1762564	114	18	74	59	7545	1169	14949	16662	2978	4029	12253	113	292	85	163	20130	13827	1212	5048	13241	8519	13178	44	43	56	248	2119	1305	2721	6588	3259	3753	9087	152	112	22	136	1556	5093	1299	3114	1117	628	86	112	90	432	1317	3386	1883	3968	5215	1387	359	140	1678	1326	827	1309	1422	3288	1829	4801	1292	2293	11952	100	398	1210	3422	6969	17053	2478	9664	418	426	556	725	6362	567431	5423	5000	8944	2398	10	8	110	81	44	164	1208	592	744	1355	217	59	42	10	24	193	148	8348	1252	14	98
"SMGC_392"	223	149	440	249	3191	10877	1039	1413	172	338	2510	7894	28150	20256	9343	21691	61177	33870	74	56	94	59	6277	1235	13495	81653	4435	6620	14568	290	556	268	338	18432	13524	2112	8303	21062	13281	37842	69	71	228	1784	5624	2081	7313	11710	11696	9066	39190	1061	670	118	341	13689	14468	87493	13463	5484	4262	118	128	1230	3660	11208	33736	7883	24059	25435	22465	1022	364	9022	3818	2409	2893	4507	7234	4522	9713	4066	5170	4499	203	277	5882	8742	62679	109174	12472	9717	1549	1618	31383	19446	23012	52365	9024	7388	25246	2107	186	176	830	354	374	803	3780	3008	8885	9724	973	257	290	196	320	802	736	11778	5558	552	207
"SMGC_395"	56	78	254	201	286	304	74	338	39	66	217	372	5057	1129	4560	7084	2679	14811	6	2	8	2	1546	8	783	1325	181	244	347	219	505	209	277	3932	1552	1261	3989	5659	3639	29028	27	24	60	409	2687	742	1283	2312	5432	4424	2284	88	41	8	40	630	601	820	732	401	552	26	30	174	430	156	1154	232	522	520	278	597	200	5933	2552	1690	2550	52224	48838	4851	10131	4181	5509	48	180	184	1255	736	1950	2677	1101	1282	40	50	118	199	1210	1221	94	174	420	80	28	12	132	190	24	42	8905	6848	526	447	110	80	64	133	164	14	30	964	68	70	71
"SMGC_416"	51	32	136	81	726	1158	28	90	499	220	6541	8261	9190	9053	2215	5468	37777	5715	14	2	4	4	2764	246	883	3067	2706	320	816	721	1147	26	46	1936	2628	244	1095	2744	2190	7989	40	48	34	154	925	395	866	1953	7379	4758	2369	2086	1304	26	124	2403	3405	1615	2862	9366	1936	289	184	122	341	6292	1478	2334	4563	4033	1536	858	179	537	322	214	198	353	764	721	1480	548	1276	1824	68	6	249	683	270	997	276	258	19	40	51	154	590	826	283	1112	841	1170	2	3	6	8	10	30	109	120	202	334	22	38	32	32	106	19	16	1463	375	10	8
"SMGC_418"	28	16	12	8	243	2562	51	82	16	12	26	76	46	36	3728	5270	215	1190	3	6	0	0	408	2	266	532	128	99	34	12	54	10	26	684	418	194	1234	1248	894	3856	2	4	12	40	218	100	1767	3048	418	708	4696	10	26	0	2	10	133	124	318	36	64	8	10	6	27	56	1280	254	290	614	318	246	126	1314	1376	452	494	44707	32510	1952	4551	2207	3842	2	2	2	176	230	570	590	284	500	6	8	6	50	2	232	2	206	110	188	2	10	42	14	10	18	2877	2590	102	190	32	57	36	2	10	22	0	5029	26	24	30
"SMGC_434"	12	20	0	2	192	276	14	0	101	186	108	252	840	859	28	280	365	162	4	12	2	0	4211	2	294	974	28	112	4	234	652	224	40	20111	9250	2653	9457	10961	4837	36859	264	168	66	456	944	224	1784	2770	2394	2820	2421	161	188	10	18	1238	1615	1834	1062	1178	860	48	36	28	182	514	458	76	712	1166	120	687	419	3339	4163	1024	734	1906	986	1932	4906	691	1674	1877	0	134	1327	1220	3466	3259	1216	1950	27	65	28	144	586	2539	178	20707	212	60	0	3	12	14	8	6	94	150	132	166	16	61	54	2	10	60	40	311	641	2	0
"SMGC_436"	198	124	40	32	1017	8318	287	344	165	555	177	534	538	1172	3821	3887	768	2566	56	29	52	12	1806	2	3062	2680	1870	802	454	133	432	78	10	6870	2139	1062	4975	5031	2964	23896	45	90	38	370	641	166	3595	4449	1078	1090	2674	170	672	6	22	238	1035	919	1014	488	274	188	132	39	150	428	6223	1970	1733	3388	1756	526	272	2130	2222	718	586	51589	33944	3297	6739	2973	5410	1430	91	36	1750	1512	3554	5283	5500	8204	657	1214	474	856	2400	19857	1370	590	21350	1746	26	12	88	63	20	22	6088	7578	335	488	120	737	958	45	72	202	114	25656	2086	629	290
"SMGC_45"	238	190	18	50	1588	1526	38	110	286	194	3048	6804	3252	2788	174	3225	7386	2818	44	23	2	12	3158	5369	887	1675	611	944	2415	333	948	26	66	1317	2148	422	1941	1563	1142	6225	304	244	394	1920	7172	2338	3065	4093	19876	18075	15278	1226	1961	24	148	1364	3020	924	3036	8372	1059	225	184	56	275	3032	1375	560	2693	3383	2827	701	308	678	396	129	124	592	626	484	868	450	720	306	84	8	3940	3536	432	556	2711	1701	202	254	80	222	1266	724	456	714	656	106	22	18	30	28	10	18	182	342	222	364	18	90	137	4	10	70	84	688	1105	6	4
"SMGC_464"	428	260	22	52	2138	2257	68	108	393	259	2691	6119	2785	3062	185	846	17466	2068	22	6	2	10	5767	321	536	838	1466	800	1304	17520	39995	102	90	16558	9722	2213	10493	16405	10515	24870	294	234	284	1257	4852	1394	2474	3170	45770	42028	13901	867	1584	12	116	1879	3089	1192	3935	5820	1377	538	472	164	456	10129	2841	2327	6481	10729	11272	1428	554	1637	1367	574	594	1091	1504	2825	5129	1801	4090	703	28	8	1435	2003	436	1668	1661	2518	154	132	79	134	270	1765	470	495	646	204	16	10	8	2	14	32	114	208	358	621	62	64	48	6	10	106	40	914	1152	26	4
"SMGC_469"	121	100	195	148	1127	4320	79	353	75	74	1136	3243	8017	7937	964	8562	8464	1811	104	41	196	128	10570	227	26814	27989	3410	16371	11801	355	674	138	160	29671	19282	3437	12595	12280	8173	34667	364	220	186	1474	14304	4374	23836	27897	21782	16739	48308	35663	17279	1855	5960	345560	229590	191891	133833	123336	411714	21	58	97	1100	768	2214	2705	1351	2083	1984	640	246	4933	2717	3658	4411	4213	6855	5504	13315	2230	3688	13425	348	1003	102043	35615	190342	140344	68239	55033	825	859	1555	1668	20335	80333	3197	12853	9640	5650	285	187	438	184	188	633	2259	1987	4073	5539	1976	185	176	318	433	325	252	12474	1038	118	56
"SMGC_473"	158	131	358	500	3587	18113	300	1070	368	230	1284	3854	13473	9138	1819	24240	10174	20507	72	41	28	27	26908	28161	5552	7353	1876	3956	19400	259	678	36	633	2397	18967	560	5655	2371	2841	12569	4	37	22	129	4844	1659	1199	6756	580	3856	5873	1011	904	21	260	4424	7818	1727	11803	3846	982	240	248	113	643	8364	5333	16553	7095	8038	17676	396	86	710	519	178	153	529	637	506	1230	482	1175	624	41	13	2773	3602	151	662	3184	543	42	49	34	192	1484	743	243	414	262	1428	24	7	43	35	56	43	175	263	310	271	37	140	147	34	16	386	1619	3166	6271	202	56
"SMGC_481"	72	44	83	108	415	666	89	103	189	84	3387	3093	2167	2331	202	262	4083	59	20	44	13	21	850	280	431	1611	214	472	879	324	461	26	152	2029	2474	146	696	1661	832	2405	537	283	400	2284	16070	4416	5643	7487	20536	11221	36764	387	131	28	53	1157	1676	464	1970	1183	623	57	51	27	147	462	608	193	514	649	469	196	52	221	102	70	142	316	322	254	537	254	202	1898	61	24	1186	215	15020	3987	279	239	226	138	168	114	4683	6454	757	912	904	776	44	49	50	60	4	18	77	223	84	390	25	52	47	92	110	90	71	971	66	41	24
"SMGC_485"	200	94	223	131	1286	1250	75	346	376	150	2541	3337	5365	1392	217	1742	18858	1849	28	11	4	16	4806	7751	1080	2630	796	1229	5468	3230	4023	122	146	5052	5974	537	1704	4774	2959	11680	59	29	40	257	1081	449	618	2588	1160	1360	3200	684	320	24	63	1823	3971	795	1498	2196	908	105	68	146	325	2284	683	1140	1909	1896	5193	554	161	618	324	200	262	471	686	650	1560	768	804	1104	48	104	5922	3693	817	777	3003	1256	146	166	232	154	244	1090	204	760	754	192	101	56	98	92	6	20	69	428	325	296	46	172	120	89	100	143	303	1538	2691	70	39
"SMGC_490"	327	179	373	330	2788	11790	235	449	306	172	835	2211	8811	4646	488	18653	5479	13318	36	26	16	26	28803	26660	2965	5969	475	900	17267	9340	16927	128	494	10864	22057	1763	7914	11066	9045	18537	466	306	489	2398	15956	5970	4813	11230	59211	47200	27442	505	699	16	170	3877	5722	1453	16525	2531	842	142	134	95	524	3721	5029	14607	3277	4837	8270	763	219	1292	698	391	354	1985	1736	1735	3382	1249	2380	2746	62	22	1034	1780	470	714	898	851	132	152	176	182	778	1394	1086	1783	812	1170	11	10	36	24	6	24	113	118	156	330	24	187	160	23	53	319	1492	4002	7138	205	33
"SMGC_506"	47	28	72	62	1659	4346	18	168	1326	504	6507	9138	6491	5410	1842	7151	13881	3683	82	26	8	14	4028	9	1534	9714	1833	651	2841	206	488	76	26	3987	6318	563	2838	4790	4375	14067	443	324	288	946	6447	2426	8086	10874	674995	474115	18209	215	120	20	45	1487	3707	621	4871	1105	879	106	124	84	418	5920	2063	2137	2823	3887	2238	436	186	1227	856	780	1520	2313	6437	2480	6550	1299	2988	7770	55	32	578	3812	953	1917	1716	845	44	104	135	248	2800	2928	1580	5968	4545	7648	20	8	38	60	28	102	393	448	550	2131	162	54	63	5	12	106	182	4962	1900	16	6
"SMGC_507"	12	8	29	43	224	3525	31	73	24	8	60	358	342	695	108	451	734	486	196	37	164	70	658	4	27852	27739	12074	5285	3416	48	90	44	74	1122	2780	965	3200	1793	1405	11072	38	20	10	74	373	136	549	1099	686	850	811	499	314	42	118	4733	6024	10931	9353	3307	4184	32	53	55	92	383	5811	1414	1673	1916	1273	74	20	370	228	178	92	454	742	551	1466	221	588	546	52	336	33174	21114	69058	71792	62930	81218	24	32	16	40	258	795	156	546	255	209	18	29	12	16	0	4	142	74	58	76	32	58	64	47	39	32	14	4717	289	52	38
"SMGC_51"	166	132	575	241	423	836	270	612	62	97	187	321	650	1269	418	3457	359	609	28	10	34	10	1823	2	8394	5992	2061	2207	3141	489	1066	539	550	10397	7729	2904	9616	13474	8518	65590	71	44	205	831	8956	2151	4916	4733	18975	14379	8205	116	80	24	80	1885	1759	1226	407	890	522	378	237	789	1907	5433	93172	19110	18072	15376	17634	1461	540	12135	5888	4089	4533	207876	182539	12188	25478	11397	13948	2	254	450	3714	1682	4460	4088	2712	3645	23	32	47	42	2459	1914	124	339	348	10	34	57	95	297	8	0	209	281	69	128	14	173	120	281	241	39	30	1183	320	147	199
"SMGC_512"	94	56	82	84	3240	7046	52	302	58	78	805	3233	20169	11892	9429	19360	14344	11943	16	26	46	49	8525	1757	13613	17212	1349	3579	41873	273	620	400	812	30419	22748	4167	13450	14441	9974	65453	30	27	58	343	2663	1454	5558	9999	2704	3599	11376	91	112	23	94	1184	5744	1443	6406	700	726	61	48	79	332	818	2383	6757	1514	4399	1478	703	250	15341	7235	3342	4645	6182	8194	7718	15672	9372	11886	8058	82	110	1011	4698	14699	23237	1353	3104	158	222	374	417	6814	260840	2772	4304	4333	2092	16	8	30	28	30	145	370	454	606	901	126	131	94	22	42	238	234	7912	1810	48	24
"SMGC_515"	91	74	28	31	598	635	15	50	180	128	260	702	660	930	46	1033	1255	535	12	0	0	4	2396	2691	232	431	265	271	584	1260	2766	32	0	2729	1335	290	1503	2347	1852	6757	29	26	10	121	1068	274	1112	1132	5484	5275	1366	411	1257	14	82	966	1979	814	3288	2251	773	376	296	123	462	6456	1415	762	5611	7749	5724	1848	485	1334	1002	337	489	598	573	1618	3133	1641	3197	749	8	4	1079	1720	184	342	908	2822	8	28	38	28	384	196	238	118	438	14	14	4	14	8	8	6	85	100	263	280	30	25	40	6	2	63	180	649	725	8	6
"SMGC_523"	61	74	81	58	530	5668	383	590	4	4	218	374	316	373	121	2843	252	362	148	28	32	28	1445	0	9174	10438	10074	1238	731	152	306	195	158	4255	1960	2864	12210	5921	4063	52497	7	4	6	95	806	220	542	752	1671	1346	1084	64	46	0	22	253	1186	1468	1088	376	314	74	83	221	560	1532	36870	7340	9243	7071	6919	820	268	5876	2768	2223	2880	112622	111449	8075	16844	7167	10708	0	2	28	1822	1188	2476	4121	1946	1822	28	28	30	88	324	613	59	293	1301	24	8	1	10	10	0	14	76	72	18	188	10	64	76	21	35	399	148	19566	1528	101	57
"SMGC_528"	74	78	76	127	1577	5955	50	351	61	51	834	1415	10119	16535	11542	18808	13930	15422	42	23	434	256	4037	39	20815	25029	3545	27832	12494	140	261	70	129	10355	9377	2228	6051	8112	5423	19078	71	56	223	1620	16155	4230	23641	29776	18363	15031	73993	472	252	33	125	5612	7347	4591	3924	2732	3752	46	111	70	405	1444	1849	1425	1626	2532	1468	509	175	4438	2528	1131	1353	2746	3863	2040	5283	2324	4459	7895	128	111	1078	2461	1929	5700	2402	1139	2237	1917	5904	4712	48130	49169	7241	3236	28194	895	54	14	230	101	56	204	1261	729	2460	2665	737	104	63	50	63	161	122	4172	1054	17	17
"SMGC_53"	42	58	22	90	2213	2717	180	212	38	46	210	990	14973	6784	445	5630	1576	4058	42	12	122	44	2252	2715	3718	11960	2716	2346	5763	213	620	76	8	5794	8191	1444	9347	6921	6430	16320	12	18	18	154	726	1486	1113	3904	783	4446	3561	136	292	16	214	1916	5399	1239	11201	2327	812	708	674	438	1662	4360	34627	10995	25680	39163	5546	32026	9578	29315	20159	5216	4641	10283	11633	11805	23990	16421	33688	16122	158	48	270	4933	382	4532	32788	582	2534	3043	6699	6754	58129	4842	10670	5942	17797	3686	16	2	60	78	28	142	603	628	401	726	165	64	72	10	28	146	296	4886	2900	20	24
"SMGC_531"	115	107	179	182	1198	4011	171	418	523	375	2336	3240	4538	2390	1462	1802	11190	2845	749	178	457	240	834	625	155856	87306	62077	52838	46998	173	491	115	182	1528	1374	600	1218	2764	1834	13188	64	32	54	594	1620	516	2356	4373	3060	2447	2931	2052	1206	162	483	20724	20853	56947	32779	13792	24130	41	46	149	608	312	1770	734	539	1090	411	243	91	585	316	244	392	4247	5129	731	1597	612	424	1420	158	1045	145030	65991	233148	252923	279114	308515	815	822	1680	1084	4145	62921	3307	2478	57614	1785	41	36	31	111	18	30	280	240	228	294	50	315	250	146	129	359	181	9148	2273	146	121
"SMGC_538"	164	236	134	92	1266	11504	206	290	396	296	1188	3283	7404	4661	15205	20527	8604	77490	4	2	4	2	1955	3	214	1476	172	155	1042	376	1164	216	304	9268	6318	7146	30926	20702	14293	63240	36	44	112	576	2475	988	34285	44635	6438	8287	46164	74	201	6	16	746	1704	274	1651	192	162	246	225	182	833	2924	56382	18188	12144	18270	9354	7027	2699	27431	23539	8992	7528	563811	502559	42073	93246	37932	73342	1734	18	4	108	400	489	1575	496	410	12	34	52	60	1888	610	478	2018	3723	1366	2	6	16	20	10	62	1307	796	96	459	34	118	126	10	34	179	140	14916	724	160	81
"SMGC_539"	254	236	681	491	4239	10258	243	1746	189	130	1066	4233	18287	9690	796	22807	4875	16988	62	30	33	18	26998	63575	4880	12661	854	1696	25628	323	515	22	605	3245	13987	916	5431	1540	2002	5506	47	31	30	307	2602	3386	1486	13213	1776	5315	8013	1162	1028	42	227	9229	9159	3490	16635	3571	2720	109	107	116	695	5697	5523	21507	3873	5423	14504	1721	598	832	471	271	348	698	1090	1150	2490	2108	3819	1261	5	10	1576	930	182	554	531	223	45	56	69	71	560	795	126	498	29	64	7	11	16	15	24	6	29	83	68	66	6	362	288	39	41	432	1722	7032	8836	327	49
"SMGC_540"	220	162	113	86	1679	1046	46	74	320	162	939	1984	2557	1458	136	416	8767	2914	20	14	22	18	3943	5451	1881	1607	818	2496	1393	780	1660	12	36	2777	3798	270	1454	1816	2071	5932	31	22	20	124	740	218	593	1505	1338	1239	1194	697	1154	18	78	3223	5415	2175	4827	3683	1525	156	142	88	236	3299	424	1886	2260	4334	3339	663	164	679	645	233	232	540	356	805	1698	598	1110	818	4	10	3937	3796	430	1262	3387	1429	47	52	70	256	732	1201	462	531	708	1085	6	0	16	10	2	14	99	242	112	159	38	228	228	22	14	270	455	1456	1823	78	20
"SMGC_541"	371	222	73	104	2240	4269	78	156	378	304	650	1540	2232	2101	168	1977	3662	2656	28	10	24	8	4010	4017	835	2953	708	750	1850	2237	5835	47	98	6429	5581	617	2892	4880	3574	12328	90	64	44	288	2233	867	1263	2000	10957	10253	3097	1440	3524	56	211	4032	6845	2598	6022	6450	2624	648	605	272	868	11840	2506	1553	9739	15546	10707	3256	1071	2842	1966	708	808	1219	1576	3071	5838	3206	6190	2106	56	15	2108	3236	398	1313	1686	4448	96	108	111	280	656	2393	868	1256	1200	1642	22	12	19	6	86	34	126	167	391	645	65	238	263	16	26	254	392	1866	1711	99	28
"SMGC_544"	62	69	112	66	873	3448	44	330	260	204	2023	3129	4788	2699	297	13919	12328	11235	24	11	16	4	8475	110340	1218	2113	245	527	10916	701	1361	18	372	2630	5406	210	3756	2088	2171	9438	60	20	30	181	4374	839	656	3994	7219	6782	5116	1431	1715	50	112	2955	5600	1557	6388	9566	1791	105	72	42	192	2955	1590	1808	2663	5495	2444	1837	566	1362	833	350	681	630	736	1921	3956	2145	3710	38	20	8	517	468	160	322	630	268	40	37	44	36	144	2994	96	454	526	128	2	4	6	6	3	14	54	272	113	170	16	26	28	6	2	142	322	1726	2003	62	20
"SMGC_545"	134	100	282	138	2775	7921	129	722	119	103	568	1872	6428	7529	762	5674	8235	9704	1262	50	23	48	4377	1494	2477	22309	826	1992	2205	180	404	128	109	8407	10453	2099	4178	6407	5159	15101	106	72	46	496	2182	1545	11970	26551	3504	3956	12450	137226	53184	6110	14687	1342573	607440	525833	364876	557978	715113	64	119	177	966	2202	5714	6284	3789	17539	3591	511	178	3347	2239	877	1775	2035	6807	1872	5318	1709	4604	48519	688	153	1292	5518	1871	5994	2132	2112	199	385	435	1505	18656	200462	4915	47040	18014	6657	100	69	183	127	390	136	325	730	299	1211	83	124	164	147	226	399	280	16175	2875	66	82
"SMGC_55"	213	138	54	32	1404	963	56	64	355	246	445	1129	2537	1596	145	1470	1919	2902	32	0	9	2	4906	3746	685	1550	526	598	926	2057	5374	67	26	5462	3219	540	2814	4767	3435	12421	64	96	30	230	2959	1166	842	2045	8835	9286	3166	824	2394	45	124	2106	4035	1449	5122	3949	1189	615	524	272	751	11090	2777	2453	11178	16856	11835	4101	1365	3338	2248	823	787	1331	2142	4031	7576	3776	6817	2111	48	5	1584	2399	288	899	1350	3172	30	76	50	224	1318	540	468	440	82	226	12	2	14	14	16	28	112	188	301	419	37	58	56	3	4	133	166	893	1731	43	8
"SMGC_56"	146	97	352	168	2072	7163	132	328	104	80	307	367	1977	1285	278	1152	906	1864	148	37	174	101	1420	1608	59654	40856	9925	16205	14077	453	842	246	71	3465	5910	1941	9964	3655	2734	36753	89	82	168	813	16532	3950	13070	13865	34858	24264	22885	611	281	51	124	3943	4324	3453	3192	1966	1426	131	101	326	636	1769	14498	2825	4508	3887	4819	901	257	1147	414	342	529	2834	3413	1075	2369	662	1136	2555	137	287	23284	9387	24585	22225	15737	18912	303	410	587	507	27508	9729	2662	1011	8286	250	177	151	218	169	7	53	189	215	120	203	40	283	225	159	113	179	150	5297	1238	129	110
"SMGC_573"	80	54	71	51	614	8753	30	206	96	84	619	1236	5819	3460	145	2338	8141	3988	18	4	6	4	2596	7926	606	568	891	528	2275	2959	5448	44	586	4131	7293	872	3396	4123	3648	9410	53	26	30	147	1055	1186	696	1956	4243	4660	4637	1986	1474	36	66	3149	6982	1641	8669	10601	1876	30	47	42	142	1499	646	4913	1109	924	856	378	110	583	334	190	392	224	588	756	1614	456	928	2525	0	9	768	586	123	750	442	392	62	72	35	74	320	416	2	292	1038	0	6	3	16	2	10	2	32	34	153	130	16	45	94	6	14	86	155	1299	2033	18	6
